
                        S T E P       1


                                INCREMENT     1


 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set SOLIDMATERIALELEMENTGEOMETRY2D and time  0.1000000E+01
       281   2  2.992161E+01  8.679719E-01  5.167267E-02  6.921649E-01  2.400843E-03  2.400849E-03 _shell_0000000281   
       281   3  3.213000E+01  4.317241E-01 -5.871021E-02  6.921706E-01 -2.400839E-03 -2.400846E-03 _shell_0000000281   
       281   4  2.992879E+01  4.389276E-01 -5.715785E-02  6.921641E-01  2.400856E-03 -2.400851E-03 _shell_0000000281   
       281   5  3.213724E+01  8.751747E-01  8.373404E-02  6.921718E-01  2.400857E-03 -2.400852E-03 _shell_0000000281   
       281   6  2.992161E+01  8.679719E-01  5.167267E-02  6.921649E-01 -2.400843E-03 -2.400849E-03 _shell_0000000281   
       281   7  3.213000E+01  4.317241E-01 -5.871021E-02  6.921706E-01  2.400839E-03  2.400846E-03 _shell_0000000281   
       281   8  2.992879E+01  4.389276E-01 -5.715785E-02  6.921641E-01 -2.400856E-03  2.400851E-03 _shell_0000000281   
       282   1  2.528661E+01  1.465063E+00 -1.032281E-01  4.326034E-01  5.971773E-03  5.971773E-03 _shell_0000000282   
       282   2  2.530453E+01  1.522621E+00 -1.730519E-01  4.326034E-01  5.971774E-03 -5.971774E-03 _shell_0000000282   
       282   3  2.746304E+01  1.482979E+00  1.583770E-01  4.326035E-01 -5.971774E-03  5.971774E-03 _shell_0000000282   
       282   4  2.744512E+01  1.504706E+00  4.948305E-03  4.326035E-01 -5.971773E-03 -5.971773E-03 _shell_0000000282   
       282   5  2.528661E+01  1.465063E+00 -1.032281E-01  4.326034E-01 -5.971773E-03 -5.971773E-03 _shell_0000000282   
       282   6  2.530453E+01  1.522621E+00 -1.730519E-01  4.326034E-01 -5.971774E-03  5.971774E-03 _shell_0000000282   
       282   7  2.746304E+01  1.482979E+00  1.583770E-01  4.326035E-01  5.971774E-03 -5.971774E-03 _shell_0000000282   
